year,employer_has_discussed_mh_formally,employer_has_mh_resources_and_options,anonymity_guaranteed,difficulty_asking_for_mh_related_medical_leave,comfortable_discussing_mh_with_coworkers,comfortable_discussing_mh_with_supervisors,has_medical_coverage_mhd_included,knows_local_or_online_mhd_resources,revealed_mhd_to_clients_or_business_contacts,negative_impact_of_revealing_mhd_to_clients_contacts,productivity_affected_by_mh,percentage_of_work_time_affected_by_mh,prev_employer_provided_mh_coverage,knew_prev_employer_mh_coverage_options,prev_employer_discussed_mh_formally,prev_employer_had_mh_resources_and_options,prev_employer_anonymity_guaranteed,comfortable_discussing_mh_with_prev_coworkers,comfortable_discussing_mh_with_prev_supervisors,willing_to_bring_up_ph_in_interview_y_n,willing_to_bring_up_ph_in_interview_y_n_reason,willing_to_bring_up_mh_in_interview_y_n,willing_to_bring_up_mh_in_interview_y_n_reason,observed_or_experienced_unsupportiveness_or_bad_response,observations_of_response_to_mhd_of_others_made_less_likely_to_reveal
2018,No,No,No,Neither easy nor difficult,No,No,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,None did,None did,No,"No, at none of my previous employers","No, none of my previous supervisors",Yes,If it interferes with what is expected of me i will tell,No,my mental state is none of their business,Maybe/Not sure,No
2018,I don't know,No,I don't know,I don't know,Maybe,Maybe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,I feel like it will be taken seriously and not viewed as a detriment to what you bring to the table as a software engineer. Whereas admitting to having a mood disorder that can sometimes affect your output feels like admitting they'll be paying you 100% but you won't be at 100% all the time.,No,"I don't want to be seen as a liability, less productive, etc. in a culture obsessed with how much work you get done. Like everyone talks about 10x engineers as like the pinnacle. They'll just hire someone who can work longer / harder",No,N/A
2018,No,No,I don't know,Somewhat easy,Maybe,Maybe,NA,NA,NA,NA,NA,NA,"No, none did",N/A (none offered),None did,None did,I don't know,"No, at none of my previous employers","No, none of my previous supervisors",Maybe,"I don't think I would mention any problem of physical health, unless that doesn't allow me to access to my workplace with ease.",Maybe,"I had been diagnosed with depression in the past, and even if the people of the company seems comprehensive, I feel I need also show that I can have a positive attitude. I don't think I would talk about it in an interview unless somebody ask me straight about my mental health. I would not hide it in that case, I am not ashamed of have had depression or been able to potentially have it again.",No,Maybe
2018,Yes,Yes,I don't know,I don't know,Yes,No,NA,NA,NA,NA,NA,NA,"Yes, they all did","Yes, I was aware of all of them","Yes, they all did","Yes, they all did","Yes, always","Yes, at all of my previous employers","Yes, all of my previous supervisors",No,I have openly been discriminated against in the hiring process previously,No,I have witnessed open discrimination against people like me in most areas of tech,"Yes, I experienced",Yes
2018,No,I don't know,I don't know,I don't know,Maybe,Maybe,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,None did,None did,No,At some of my previous employers,"No, none of my previous supervisors",No,I would not want it held against me. I might bring up healthcare offerings though.,No,"I would not want it held against me. As with physical health, I might ask about healthcare benefits.",No,No
2018,Yes,No,Yes,Somewhat easy,Maybe,No,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,None did,None did,I don't know,"No, at none of my previous employers","No, none of my previous supervisors",No,NA,No,NA,Maybe/Not sure,Yes
2018,No,I don't know,I don't know,Somewhat easy,Yes,Maybe,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,Some did,Some did,"Yes, always",At some of my previous employers,Some of my previous supervisors,Yes,"If I need accommodations, it's best to bring it up. If I need to set expectations of ""I might be gone suddenly so here's why I spend a lot of time preparing for that inevitability"", then that's appropriate, too.",Yes,"If I need accommodations, it's best to bring it up. If I need to set expectations of ""I might be gone suddenly so here's why I spend a lot of time preparing for that inevitability"", then that's appropriate, too.","Yes, I observed",N/A
2018,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,There's no stigma or reason to feel I will be discriminated against.,Maybe,I don't want to put myself at a disadvantage that other applicants.,Maybe/Not sure,Maybe
2018,I don't know,I don't know,Yes,Somewhat easy,Maybe,Yes,NA,NA,NA,NA,NA,NA,"Yes, they all did","Yes, I was aware of all of them",None did,None did,"Yes, always",At some of my previous employers,Some of my previous supervisors,Maybe,"In an interview context, I would only bring it up if it were immediately apparent or if I were using it in order to describe how I persevered through something difficult.",Maybe,"In an interview context, I would only bring it up if it were immediately apparent or if I were using it in order to describe how I persevered through something difficult.",No,N/A
2018,NA,NA,NA,NA,NA,NA,1,"Yes, I know several","No, because it would impact me negatively",N/A,Yes,51-75%,"Yes, they all did",I was aware of some,None did,None did,"Yes, always",At some of my previous employers,"No, none of my previous supervisors",Maybe,NA,No,NA,No,No
2018,No,No,Yes,Very easy,Yes,Yes,NA,NA,NA,NA,NA,NA,"Yes, they all did",N/A (was not aware),None did,None did,I don't know,"Yes, at all of my previous employers","Yes, all of my previous supervisors",Maybe,"I'm always at a desk, so many physical health issues wouldn't have an impact on my ability to do my job",No,It's managed to the point where it should not have an impact on my ability to do my job,No,No
2018,Yes,Yes,I don't know,Neither easy nor difficult,Maybe,Maybe,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),None did,None did,No,"No, at none of my previous employers","No, none of my previous supervisors",No,"fear of discrimination, of not getting another interview or job offer because of the stigma around health issues",No,"fear of discrimination, of not getting another interview or job offer because of the stigma around mental health issues","Yes, I observed",Yes
2018,No,No,Yes,Very easy,No,Yes,NA,NA,NA,NA,NA,NA,"No, none did",N/A (was not aware),None did,None did,I don't know,"No, at none of my previous employers","No, none of my previous supervisors",Yes,"As a person in management who does interviewing in my current position, its always best to address physical issues before hiring. If the employers know upfront, there are ways that tasks can be adjusted to fit their physical needs (with consideration).",No,I would not feel comfortable talking about such a personal issue with a potential employer.,No,N/A
2018,No,No,I don't know,I don't know,Maybe,No,NA,NA,NA,NA,NA,NA,"Yes, they all did",N/A (was not aware),None did,None did,I don't know,"Yes, at all of my previous employers",Some of my previous supervisors,Maybe,If it was something that required me to go to get hw doctor or need some of accommodation(like a special chair for a bad back),No,Stigma,No,No
2018,Yes,Yes,I don't know,I don't know,No,No,NA,NA,NA,NA,NA,NA,"Yes, they all did",I was aware of some,None did,None did,I don't know,"No, at none of my previous employers","No, none of my previous supervisors",No,Because I believe it would impede whether I got hired or not,No,"Even more than a physical impairment, I believe it would stop me from being hired",Maybe/Not sure,Yes
2018,No,No,I don't know,Somewhat easy,Maybe,Maybe,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,Some did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,Maybe,Discrimination,No,NA,Maybe/Not sure,No
2018,No,I don't know,I don't know,I don't know,Yes,Maybe,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),None did,None did,I don't know,"Yes, at all of my previous employers",Some of my previous supervisors,No,No reason to bias the interviewer against me,No,No reason to bias the interviewer against me,No,No
2018,I don't know,Yes,Yes,I don't know,No,No,NA,NA,NA,NA,NA,NA,"No, none did",N/A (none offered),None did,None did,I don't know,"No, at none of my previous employers","No, none of my previous supervisors",No,I don't want to risk not getting the job.,No,Don't want to risk not getting the job.,No,Maybe
2018,NA,NA,NA,NA,NA,NA,1,I know some,Not applicable to me,N/A,Yes,1-25%,Some did,"No, I only became aware later",Some did,Some did,I don't know,At some of my previous employers,Some of my previous supervisors,Yes,I feel like there's still less of a stigma regarding physical health issues in the work place.,Maybe,"I'm still very hesitant to discuss mental health issues with employers. It's been my experience that despite what they say, you're viewed as weak or damaged in some way.",Maybe/Not sure,N/A
2018,No,No,I don't know,Somewhat easy,Yes,No,NA,NA,NA,NA,NA,NA,I don't know,"No, I only became aware later",None did,Some did,I don't know,At some of my previous employers,Some of my previous supervisors,No,"No matter the laws, I’d try to avoid the prejudgement.",No,"Same reason with any heath issues, I would not discuss it during interviews at all.",No,No
2018,Yes,Yes,I don't know,Somewhat easy,Maybe,No,NA,NA,NA,NA,NA,NA,"Yes, they all did",I was aware of some,"Yes, they all did","Yes, they all did",I don't know,At some of my previous employers,Some of my previous supervisors,Maybe,NA,No,NA,"Yes, I experienced",No
2018,No,I don't know,Yes,Somewhat easy,No,No,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),None did,None did,No,At some of my previous employers,Some of my previous supervisors,Maybe,Depends on if it’s applicable for the work,No,Feels too personal,Maybe/Not sure,Maybe
2018,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,Maybe/Not sure,No
2018,Yes,Yes,Yes,Somewhat easy,Yes,Maybe,NA,NA,NA,NA,NA,NA,"No, none did",N/A (none offered),None did,None did,I don't know,At some of my previous employers,"No, none of my previous supervisors",No,"Wouldn't want to hurt my chances of getting hired -- though they're not legally allowed to disqualify someone for a health issue, I'm sure there's that bias.",No,"Same as above, but mental health problems seem less acceptable than physical for whatever reason.","Yes, I observed",No
2018,No,I don't know,I don't know,Somewhat easy,Maybe,No,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,None did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,No,opens up to discriminatory hiring practices. there's no need to disqualify myself for the role like that.,No,there's no need to disqualify myself from the role like that.,Maybe/Not sure,Maybe
2018,No,No,I don't know,Very easy,Yes,Yes,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),None did,None did,I don't know,"No, at none of my previous employers",I don't know,Maybe,It depends on if the issue would affect my ability to perform the job.,No,Stigmas and a lack of trust. I don't know this person or how they will react to that information.,"Yes, I observed",N/A
2018,No,No,I don't know,Somewhat easy,Maybe,Maybe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe,It would have to be pretty serious for me to request an accomodation to bring it up,No,Stigma,No,Maybe
2018,I don't know,I don't know,I don't know,Very easy,Yes,Yes,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,Some did,Some did,I don't know,At some of my previous employers,"Yes, all of my previous supervisors",No,I wouldn't want to provide an opportunity for unintentional (or intentional) bias.,No,I wouldn't want to provide an opportunity for unintentional (or intentional) bias.,"Yes, I observed",No
2018,No,No,Yes,Very easy,No,No,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),I don't know,Some did,I don't know,"No, at none of my previous employers","No, none of my previous supervisors",No,no,No,no,No,N/A
2018,No,Yes,Yes,Somewhat easy,Yes,Yes,NA,NA,NA,NA,NA,NA,"Yes, they all did",I was aware of some,Some did,"Yes, they all did","Yes, always",At some of my previous employers,Some of my previous supervisors,Maybe,I would not want to do anything that would jeopardize a job offer.  If it was unavoidable I would bring it up.,Maybe,I would not want to jeopardize a job offer.  If it was unavoidable I would bring it up.,"Yes, I observed",No
2018,Yes,Yes,Yes,Somewhat easy,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Maybe,NA,"Yes, I observed",No
2018,No,No,I don't know,Very easy,Yes,Yes,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),None did,None did,I don't know,At some of my previous employers,"Yes, all of my previous supervisors",Yes,so they can accomodate,Yes,so they can accomodate,No,No
2018,No,I don't know,I don't know,Difficult,Maybe,Yes,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),None did,None did,I don't know,"No, at none of my previous employers",Some of my previous supervisors,Maybe,"If they need to make accommodations for something, they need to know that",No,"I don’t want to be “the crazy person” (I know this is inconsistent with physical health issues, but I honestly feel it this way)",No,N/A
2018,Yes,Yes,Yes,Difficult,Maybe,No,NA,NA,NA,NA,NA,NA,Some did,"Yes, I was aware of all of them",Some did,"Yes, they all did","Yes, always",At some of my previous employers,Some of my previous supervisors,Yes,I,Maybe,I,No,Maybe
2018,Yes,Yes,I don't know,I don't know,Yes,Maybe,NA,NA,NA,NA,NA,NA,"Yes, they all did","Yes, I was aware of all of them",None did,None did,I don't know,"Yes, at all of my previous employers",Some of my previous supervisors,Maybe,"People can be very judgmental about physical health, and I wouldn't want it to impact my future (unless I suppose it was something I felt may immediately impact my future work, like a pregnancy, future scheduled surgery, cancer diagnosis...",Maybe,"Probably not, because it doesn't seem professional or relevant, but I do try to be transparent about this, so I suppose there's a very rare chance this could happen.",Maybe/Not sure,No
2018,No,No,I don't know,I don't know,No,Maybe,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),None did,None did,I don't know,At some of my previous employers,"No, none of my previous supervisors",No,Fear of being rejected as a candidate because of that issue,No,Fear of being rejected as a candidate because of that issue,No,No
2018,Yes,Yes,I don't know,Somewhat difficult,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe,NA,No,NA,No,N/A
2018,NA,NA,NA,NA,NA,NA,1,"No, I don't know any","Sometimes, if it comes up",No,Yes,1-25%,Some did,I was aware of some,"Yes, they all did","Yes, they all did","Yes, always",At some of my previous employers,Some of my previous supervisors,No,"Because in tech, if you don't seem like a perfect candidate, there's 10 more lined up at the door. I had an at-risk pregnancy while I was interviewing and was afraid of being dismissed if I showed I was pregnant, let alone that I needed special attention from a medical doctor about my pregnancy.",No,"It's tech. Unless you're a mediocre white male, a single issue that could signal instability is enough to be rejected from the interview process.","Yes, I observed",Yes
2018,No,No,I don't know,Very easy,Yes,Yes,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,"Yes, they all did","Yes, they all did",I don't know,At some of my previous employers,Some of my previous supervisors,No,Potentially opens the door to discrimination. I try not to disclose until I've proven I can do the job.,No,Potentially opens the door to discrimination. I try not to disclose until I've proven I can do the job.,No,No
2018,No,No,I don't know,I don't know,Maybe,Maybe,NA,NA,NA,NA,NA,NA,"Yes, they all did",I was aware of some,None did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,Maybe,"I haven't needed to. It would depend on the issue, I guess?",No,My mental health issues don't affect my work in ways that are apparent to other people.,No,N/A
2018,Yes,Yes,I don't know,Neither easy nor difficult,No,Yes,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,None did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,No,Though it's not legal to discriminate against those with physical health issues I feel like there's still a tendency to skirt the law esp. in tech companies.,No,I feel like they would immediately view that as a red flag and not want to hire me.,"Yes, I observed",No
2018,Yes,Yes,I don't know,Somewhat difficult,Maybe,Maybe,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),None did,None did,I don't know,"No, at none of my previous employers","No, none of my previous supervisors",Maybe,I would be concerned about discrimination.,No,I would be concerned that they would think I could not handle the job.,"Yes, I observed",Yes
2018,Yes,Yes,Yes,Very easy,Maybe,Maybe,NA,NA,NA,NA,NA,NA,"Yes, they all did",I was aware of some,Some did,Some did,"Yes, always",At some of my previous employers,Some of my previous supervisors,No,NA,No,because then they wouldn't hire me,"Yes, I observed",Yes
2018,I don't know,I don't know,Yes,Very easy,Maybe,Yes,NA,NA,NA,NA,NA,NA,"No, none did",N/A (none offered),None did,None did,"Yes, always","Yes, at all of my previous employers",Some of my previous supervisors,Yes,"It's polite to allow them the opportunity to make accommodations, if necessary.",Maybe,"It really depends on the issue, the employer, and how much I really want that job. Mostly, I'd be okay with it--if it causes them to pause, I probably wouldn't want to work there anyway.",No,No
2018,NA,NA,NA,NA,NA,NA,1,"No, I don't know any","No, because it would impact me negatively",N/A,Yes,51-75%,"No, none did",N/A (none offered),Some did,None did,I don't know,At some of my previous employers,"No, none of my previous supervisors",Maybe,NA,No,NA,Maybe/Not sure,N/A
2018,Yes,I don't know,I don't know,Somewhat easy,Yes,Yes,NA,NA,NA,NA,NA,NA,"Yes, they all did",I was aware of some,Some did,"Yes, they all did",I don't know,At some of my previous employers,"No, none of my previous supervisors",Maybe,Would be worried it would be held against me,Maybe,NA,Maybe/Not sure,N/A
2018,No,No,I don't know,Somewhat difficult,Maybe,Maybe,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,None did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,No,It's not professional,No,It's not professional,"Yes, I observed",No
2018,NA,NA,NA,NA,NA,NA,1,"Yes, I know several","No, because it doesn't matter",N/A,Yes,1-25%,"Yes, they all did","Yes, I was aware of all of them","Yes, they all did","Yes, they all did","Yes, always",At some of my previous employers,Some of my previous supervisors,No,Fear of discrimination,No,Fear of discrimination,"Yes, I observed",Maybe
2018,NA,NA,NA,NA,NA,NA,1,"No, I don't know any","No, because it doesn't matter",N/A,Yes,51-75%,"No, none did",N/A (none offered),None did,None did,I don't know,At some of my previous employers,"No, none of my previous supervisors",Maybe,It could be a condition of employment to be able bodied,No,Nothing good would come of it. Risks far outweigh the rewards.,No,N/A
2018,Yes,Yes,Yes,Somewhat easy,Yes,Yes,NA,NA,NA,NA,NA,NA,Some did,N/A (was not aware),None did,None did,I don't know,"No, at none of my previous employers","No, none of my previous supervisors",No,It isnt relevant to my ability to do the job,No,Not relevant to my abikity to do the job,No,No
2018,No,I don't know,I don't know,I don't know,Maybe,Maybe,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,None did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,Maybe,I shouldn't have to discuss any kind of health issues with a potential employer.,Maybe,I shouldn't have to discuss any kind of health issues with a potential employer.,"Yes, I experienced",Maybe
2018,No,Yes,I don't know,I don't know,Maybe,Maybe,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,None did,None did,I don't know,At some of my previous employers,"No, none of my previous supervisors",Maybe,Because it doesn't affect my job performance. I operate on a need to know basis for people I don't know.,Maybe,Because it doesn't affect my job performance to a noticeable point. I operate on a need to know basis for people I don't know.,No,Maybe
2018,No,No,I don't know,Somewhat easy,Maybe,No,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),None did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,No,Don't want to bring up negatives up front.,No,Don't want to bring up negatives up front.,"Yes, I observed",N/A
2018,NA,NA,NA,NA,NA,NA,1,I know some,Not applicable to me,N/A,Not applicable to me,NA,I don't know,N/A (was not aware),None did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,Maybe,"Depends on what the issue was and what sort of accommodations need to be made. For instance, I have had wrist issues in the past, but do not mention this in interviews, but I do ask for an ergonomic keyboard when I start the new job.",Maybe,"Just as with a physical issue, depends on whether its relevant to the interview -- for example if I had a speech condition, I would probably bring that up preemptively, but something like depression does not seem relevant in the interview process. I would not even mention that once starting unless I needed reasonable accommodations.",Maybe/Not sure,N/A
2018,No,I don't know,I don't know,I don't know,Yes,Yes,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),None did,None did,I don't know,"Yes, at all of my previous employers","Yes, all of my previous supervisors",Maybe,I haven't had to but I'm a pretty open person. It would depend if I thought it was relevant.,No,It wouldn't seem relevant.,No,No
2018,I don't know,Yes,Yes,Difficult,Maybe,No,NA,NA,NA,NA,NA,NA,"Yes, they all did","Yes, I was aware of all of them","Yes, they all did","Yes, they all did","Yes, always","No, at none of my previous employers",I don't know,No,NA,No,NA,Maybe/Not sure,N/A
2018,No,No,I don't know,I don't know,Yes,Maybe,NA,NA,NA,NA,NA,NA,"No, none did",N/A (was not aware),None did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,Maybe,NA,Maybe,NA,Maybe/Not sure,No
2018,Yes,Yes,Yes,Somewhat easy,Yes,Yes,NA,NA,NA,NA,NA,NA,"Yes, they all did","Yes, I was aware of all of them",Some did,Some did,Sometimes,At some of my previous employers,Some of my previous supervisors,Maybe,NA,Maybe,NA,"Yes, I experienced",No
2018,No,No,Yes,Very easy,Yes,Yes,NA,NA,NA,NA,NA,NA,Some did,"Yes, I was aware of all of them",None did,None did,"Yes, always","Yes, at all of my previous employers","Yes, all of my previous supervisors",Yes,It's important to inform your employer about any medical condition that you might have so they can provide you with everything you need to perform your job well.,Yes,See previous response.,No,N/A
2018,No,I don't know,I don't know,Somewhat easy,Yes,Yes,NA,NA,NA,NA,NA,NA,I don't know,N/A (none offered),None did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,Maybe,depends on the nature of it and whether it would affect anything,Maybe,see above,No,No
2018,No,No,I don't know,Very easy,Yes,Yes,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),None did,None did,I don't know,"No, at none of my previous employers",Some of my previous supervisors,Yes,If i'm not fit then i'm going to need a lot of sick leaves so that's why i would like to clear the air in the beginning itself.,No,If i told them that i have mental health issue then they might not wanna hire me.,No,N/A
2018,No,No,I don't know,Somewhat easy,Maybe,Yes,NA,NA,NA,NA,NA,NA,"No, none did",N/A (was not aware),None did,None did,No,"No, at none of my previous employers","No, none of my previous supervisors",Maybe,NA,Maybe,NA,No,No
2018,NA,NA,NA,NA,NA,NA,0,"No, I don't know any","No, because it would impact me negatively",N/A,Yes,26-50%,"No, none did",N/A (none offered),None did,None did,I don't know,"No, at none of my previous employers","No, none of my previous supervisors",Maybe,NA,No,"""not proffessional""",No,N/A
2018,No,No,I don't know,Somewhat easy,No,Maybe,NA,NA,NA,NA,NA,NA,"No, none did","No, I only became aware later",None did,None did,I don't know,"No, at none of my previous employers",I don't know,Maybe,I am afraid it would affect my first impression.,Maybe,NA,No,No
2018,No,No,Yes,Very easy,Yes,Yes,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,None did,None did,"Yes, always",At some of my previous employers,Some of my previous supervisors,Maybe,NA,No,NA,"Yes, I observed",No
2018,Yes,I don't know,Yes,Somewhat easy,Maybe,Maybe,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),I don't know,None did,I don't know,"No, at none of my previous employers",I don't know,Maybe,"I don't know. If it's not a big deal like small-medium injury from sports or something like that, I wouldn't bring it up. Things like cardiovascular problems could be brought up just to let people know that if something happens, they know what to do.",No,"Unlike physical health, mental health isn't quite noticeable in public. I believe it takes less time to recover from a mental health issue than a physical one. I'm saying this because sometimes I feel anxious about things, and I've gone and done the things that make me feel anxious, which resulted in me feeling good. So in my opinion, it's all about how we handle things emotionally. Physically... you can't do much when your leg is broken. Just rest. I hope you, whoever is reading this, get my point.",Maybe/Not sure,No
2018,No,No,No,Difficult,No,No,NA,NA,NA,NA,NA,NA,Some did,N/A (was not aware),None did,None did,I don't know,"No, at none of my previous employers","No, none of my previous supervisors",Maybe,NA,No,It just isn't something that I'm comfortable discussing.,No,Maybe
2018,No,No,Yes,I don't know,Maybe,No,NA,NA,NA,NA,NA,NA,"No, none did",N/A (none offered),None did,None did,"Yes, always","No, at none of my previous employers","No, none of my previous supervisors",No,"i live in Mexico and here we do not have a culture about physical health, neverless there is a federal regulations, recruiters are not traided in a real human care",No,"in mexico employers does not have an inclusive culture, our human care philosophy is really limited","Yes, I experienced",Maybe
2018,No,I don't know,I don't know,I don't know,Maybe,No,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,Some did,Some did,Sometimes,At some of my previous employers,Some of my previous supervisors,No,"It would be used as a basis for rejecting me as a candidate for employment, whether officially or unofficially.",No,"It would be used as a basis for rejecting me as a candidate for employment, whether officially or unofficially.","Yes, I observed",N/A
2018,No,No,I don't know,Somewhat difficult,Maybe,Maybe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Not their business.,No,Not their business.,No,No
2018,No,No,Yes,Very easy,Yes,Yes,NA,NA,NA,NA,NA,NA,"Yes, they all did","Yes, I was aware of all of them","Yes, they all did","Yes, they all did","Yes, always","Yes, at all of my previous employers",Some of my previous supervisors,Maybe,"It depends on the perceived impact on my ability to do my job. If i have chronic back pain and can't stand for log periods, sure. If I have cancer and my need to be out for an extended period for treatment, maybe not.",Maybe,I would feel out the employer first to gauge their reaction. If they where understanding and I didn't think it would interfeer with my job then yes.  If they didn't understand mental health and would just assume it would negatively effect my work then i might not bring it up.,No,Maybe
2018,No,I don't know,Yes,Somewhat easy,Maybe,Maybe,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),None did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,Maybe,"If it's relevant to the work I'd be doing they should know.  (Eg, if I can't use a mouse or can't type quickly due to a hand injury; if I can't stand for long periods so can't work a booth at a conference, etc.)",Maybe,"If it's something where I know I would need their help to compensate for (flexible hours, clear precise direction, possible periods of not working, etc.)",No,No
2018,Yes,Yes,Yes,Somewhat easy,Yes,Yes,NA,NA,NA,NA,NA,NA,"No, none did",N/A (was not aware),None did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,Maybe,"I don't feel that an interview is the appropriate time to discuss health issues. I feel that it should be after the job has been offered, and when negotiating requirements that I would need to be successful in my job. But it also depends on the nature of the employer's environment and how supportive they are of people with health issues.",Maybe,"I don't feel that an interview is the appropriate time to discuss health issues. I feel that it should be after the job has been offered, and when negotiating requirements that I would need to be successful in my job. But it also depends on the nature of the employer's environment and how supportive they are of people with health issues.","Yes, I experienced",No
2018,No,I don't know,I don't know,Somewhat easy,Yes,Yes,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,None did,Some did,I don't know,At some of my previous employers,"No, none of my previous supervisors",Maybe,"It would depend on the company and the ""vibe"" that I got from the intervewer in regards to sharing that information right away in an interview.",Maybe,Same as 6.d,No,No
2018,I don't know,I don't know,I don't know,Very easy,Maybe,Maybe,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),None did,None did,I don't know,At some of my previous employers,I don't know,Maybe,Don't think I've ever had to think about it before.,Maybe,I expect I only would if they specifically asked.,No,No
2018,Yes,No,Yes,Neither easy nor difficult,Yes,Yes,NA,NA,NA,NA,NA,NA,"No, none did",N/A (none offered),None did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,Maybe,Depends on the vibe and comfort level.,Maybe,Same as above.,No,No
2018,No,I don't know,I don't know,Very easy,No,Maybe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,I don't feel comfortable bringing up any kind of health issue in an interview because I think they will hire a candidate who does not bring up these issues instead (despite it being illegal to discriminate),No,"I don't trust that it wouldn't rule me out as a candidate, despite it being illegal to do so",No,N/A
2018,No,I don't know,I don't know,Somewhat difficult,No,No,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,Some did,None did,No,At some of my previous employers,"No, none of my previous supervisors",Yes,Na,No,Discrimination,"Yes, I experienced",No
2018,No,I don't know,I don't know,Very easy,Yes,Yes,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),None did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,Yes,If I thought it would in any way shape or form affect the way I would be able to do my job I feel like it is my responsibility to let them know.,Yes,If I thought it would in any way shape or form affect the way I would be able to do my job I feel like it is my responsibility to let them know.,Maybe/Not sure,No
2018,No,No,I don't know,I don't know,No,Maybe,NA,NA,NA,NA,NA,NA,"No, none did",N/A (none offered),None did,None did,I don't know,At some of my previous employers,I don't know,Maybe,NA,No,NA,No,No
2018,Yes,I don't know,I don't know,I don't know,No,No,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,None did,Some did,I don't know,At some of my previous employers,Some of my previous supervisors,Maybe,if it would affect my cultural fit with the organization or explain why i opt out of things (e.g. i'm not going to play on the office whiffle ball team if i have a bad knee),No,i feel like it could be misinterpreted as me being unreliable / unpredictable / unfit for the job,No,N/A
2018,No,I don't know,I don't know,I don't know,No,Maybe,NA,NA,NA,NA,NA,NA,Some did,"Yes, I was aware of all of them",Some did,Some did,Sometimes,"No, at none of my previous employers",Some of my previous supervisors,No,None of their business. I don't want it to affect their hiring decision.,No,None of their business. I wouldn't want it to become a factor in their hiring decision.,"Yes, I experienced",Yes
2018,No,No,I don't know,Very easy,Yes,Yes,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),None did,None did,I don't know,"No, at none of my previous employers","No, none of my previous supervisors",No,It's not relevant to my doing the job.,No,"It's not relevant to my doing the job. And I'm afraid they would be less willing to hire me, or would pay me less.",No,No
